"","date","yn","day","night","dd","month","year"
"1198",2018-12-11,0,0,0,0,12,2018
"1199",2018-12-12,0,0,0,0,12,2018
"1200",2018-12-13,0,0,0,0,12,2018
"1201",2018-12-14,0,0,0,0,12,2018
"1202",2018-12-15,0,0,0,0,12,2018
"1203",2018-12-16,0,0,0,0,12,2018
"1204",2018-12-17,1,1,0,0,12,2018
"1205",2018-12-18,1,1,0,1,12,2018
"1206",2018-12-19,1,1,0,1,12,2018
"1207",2018-12-20,1,1,0,0,12,2018
"1208",2018-12-21,0,0,0,0,12,2018
"1209",2018-12-22,0,0,0,0,12,2018
"1210",2018-12-23,1,1,0,1,12,2018
"1211",2018-12-24,0,0,0,0,12,2018
"1212",2018-12-25,0,0,0,0,12,2018
"1213",2018-12-26,0,0,0,0,12,2018
"1214",2018-12-27,1,1,0,1,12,2018
"1215",2018-12-28,0,0,0,0,12,2018
"1216",2018-12-29,0,0,0,0,12,2018
"1217",2018-12-30,1,1,0,0,12,2018
"1218",2018-12-31,0,0,0,0,12,2018
"1219",2019-01-01,0,0,0,0,1,2019
"1220",2019-01-02,1,1,0,1,1,2019
"1221",2019-01-03,1,1,0,0,1,2019
"1222",2019-01-04,1,1,0,1,1,2019
"1223",2019-01-05,0,0,0,0,1,2019
"1224",2019-01-06,0,0,0,0,1,2019
"1225",2019-01-07,0,0,0,0,1,2019
"1226",2019-01-08,0,0,0,0,1,2019
"1227",2019-01-09,0,0,0,0,1,2019
"1228",2019-01-10,0,0,0,0,1,2019
"1229",2019-01-11,0,0,0,0,1,2019
"1230",2019-01-12,0,0,0,0,1,2019
"1231",2019-01-13,0,0,0,0,1,2019
"1232",2019-01-14,0,0,0,0,1,2019
"1233",2019-01-15,0,0,0,0,1,2019
"1234",2019-01-16,0,0,0,0,1,2019
"1235",2019-01-17,0,0,0,0,1,2019
"1236",2019-01-18,1,1,0,1,1,2019
"1237",2019-01-19,1,1,0,1,1,2019
"1238",2019-01-20,1,1,0,1,1,2019
"1239",2019-01-21,0,0,0,0,1,2019
"1240",2019-01-22,0,0,0,0,1,2019
"1241",2019-01-23,1,0,0,1,1,2019
"1242",2019-01-24,1,1,0,0,1,2019
"1243",2019-01-25,0,0,0,0,1,2019
"1244",2019-01-26,0,0,0,0,1,2019
"1245",2019-01-27,1,0,0,1,1,2019
"1246",2019-01-28,1,1,0,0,1,2019
"1247",2019-01-29,1,1,0,1,1,2019
"1248",2019-01-30,1,0,0,1,1,2019
"1249",2019-01-31,1,1,0,1,1,2019
"1250",2019-02-01,1,1,0,1,2,2019
"1251",2019-02-02,1,1,0,0,2,2019
"1252",2019-02-03,1,1,0,1,2,2019
"1253",2019-02-04,0,0,0,0,2,2019
"1254",2019-02-05,0,0,0,0,2,2019
"1255",2019-02-06,0,0,0,0,2,2019
"1256",2019-02-07,1,1,0,0,2,2019
"1257",2019-02-08,1,1,0,1,2,2019
"1258",2019-02-09,1,1,0,1,2,2019
"1259",2019-02-10,1,1,0,1,2,2019
"1260",2019-02-11,1,0,0,1,2,2019
"1261",2019-02-12,1,0,0,1,2,2019
"1262",2019-02-13,0,0,0,0,2,2019
"1263",2019-02-14,0,0,0,0,2,2019
"1264",2019-02-15,0,0,0,0,2,2019
"1265",2019-02-16,0,0,0,0,2,2019
"1266",2019-02-17,0,0,0,0,2,2019
"1267",2019-02-18,0,0,0,0,2,2019
"1268",2019-02-19,0,0,0,0,2,2019
"1269",2019-02-20,0,0,0,0,2,2019
"1270",2019-02-21,0,0,0,0,2,2019
"1271",2019-02-22,1,1,0,0,2,2019
"1272",2019-02-23,1,1,0,1,2,2019
"1273",2019-02-24,1,1,0,1,2,2019
"1274",2019-02-25,1,0,0,1,2,2019
"1275",2019-02-26,0,0,0,0,2,2019
"1276",2019-02-27,0,0,0,0,2,2019
"1277",2019-02-28,1,1,0,0,2,2019
"1278",2019-03-01,1,1,0,1,3,2019
"1279",2019-03-02,1,1,0,1,3,2019
"1280",2019-03-03,0,0,0,0,3,2019
"1281",2019-03-04,0,0,0,0,3,2019
"1282",2019-03-05,0,0,0,0,3,2019
"1283",2019-03-06,0,0,0,0,3,2019
"1284",2019-03-07,0,0,0,0,3,2019
"1285",2019-03-08,0,0,0,0,3,2019
"1286",2019-03-09,0,0,0,0,3,2019
"1287",2019-03-10,0,0,0,0,3,2019
"1288",2019-03-11,1,1,0,1,3,2019
"1289",2019-03-12,0,0,0,0,3,2019
"1290",2019-03-13,0,0,0,0,3,2019
"1291",2019-03-14,1,1,0,0,3,2019
"1292",2019-03-15,0,0,0,0,3,2019
"1293",2019-03-16,1,1,0,1,3,2019
"1294",2019-03-17,1,1,0,0,3,2019
"1295",2019-03-18,1,1,0,0,3,2019
"1296",2019-03-19,1,1,0,1,3,2019
"1297",2019-03-20,1,1,0,0,3,2019
"1298",2019-03-21,1,1,0,0,3,2019
"1299",2019-03-22,1,1,0,1,3,2019
"1300",2019-03-23,1,1,0,1,3,2019
"1301",2019-03-24,1,1,0,1,3,2019
"1302",2019-03-25,1,1,0,1,3,2019
"1303",2019-03-26,1,1,0,1,3,2019
"1304",2019-03-27,1,1,0,1,3,2019
"1305",2019-03-28,1,0,0,1,3,2019
"1306",2019-03-29,1,1,0,1,3,2019
"1307",2019-03-30,1,1,0,1,3,2019
"1308",2019-03-31,1,1,0,0,3,2019
"1309",2019-04-01,1,1,0,0,4,2019
"1310",2019-04-02,1,1,0,1,4,2019
"1311",2019-04-03,1,1,0,1,4,2019
"1312",2019-04-10,0,0,0,0,4,2019
"1313",2019-04-11,0,0,0,0,4,2019
"1314",2019-04-12,0,0,0,0,4,2019
"1315",2019-04-13,0,0,0,0,4,2019
"1316",2019-04-14,0,0,0,0,4,2019
"1317",2019-04-15,0,0,0,0,4,2019
"1318",2019-04-16,1,0,0,1,4,2019
"1319",2019-04-17,0,0,0,0,4,2019
"1320",2019-04-18,0,0,0,0,4,2019
"1321",2019-04-19,1,1,0,1,4,2019
"1322",2019-04-20,0,0,0,0,4,2019
"1323",2019-04-21,0,0,0,0,4,2019
"1324",2019-04-22,0,0,0,0,4,2019
"1325",2019-04-23,1,1,0,1,4,2019
"1326",2019-04-24,1,1,0,0,4,2019
"1327",2019-04-25,1,1,0,1,4,2019
"1328",2019-04-26,1,1,0,1,4,2019
"1329",2019-04-27,1,1,0,1,4,2019
"1330",2019-04-28,1,1,0,1,4,2019
"1331",2019-04-29,1,1,0,1,4,2019
"1332",2019-04-30,1,1,0,0,4,2019
"1333",2019-05-01,1,1,0,1,5,2019
"1334",2019-05-02,0,0,0,0,5,2019
"1335",2019-05-03,0,0,0,0,5,2019
"1336",2019-05-04,1,1,0,0,5,2019
"1337",2019-05-05,1,1,0,1,5,2019
"1338",2019-05-06,1,1,0,0,5,2019
"1339",2019-05-07,1,1,0,1,5,2019
"1340",2019-05-08,1,1,0,1,5,2019
"1341",2019-05-09,1,1,0,1,5,2019
"1342",2019-05-10,1,1,0,1,5,2019
"1343",2019-05-11,1,0,0,1,5,2019
"1344",2019-05-12,1,1,0,0,5,2019
"1345",2019-05-13,0,0,0,0,5,2019
"1346",2019-05-14,0,0,0,0,5,2019
"1347",2019-05-15,1,1,0,0,5,2019
"1348",2019-05-16,0,0,0,0,5,2019
"1349",2019-05-17,0,0,0,0,5,2019
"1350",2019-05-18,1,1,0,0,5,2019
"1351",2019-05-19,1,1,0,0,5,2019
"1352",2019-05-20,1,1,0,1,5,2019
"1353",2019-05-21,1,0,0,1,5,2019
"1354",2019-05-22,0,0,0,0,5,2019
"1355",2019-05-23,1,1,0,0,5,2019
"1356",2019-05-24,1,1,0,1,5,2019
"1357",2019-05-25,0,0,0,0,5,2019
"1358",2019-05-26,0,0,0,0,5,2019
"1359",2019-05-27,1,1,0,0,5,2019
"1360",2019-05-28,0,0,0,0,5,2019
"1361",2019-05-29,1,1,0,0,5,2019
"1362",2019-05-30,1,1,0,1,5,2019
"1363",2019-05-31,1,1,0,1,5,2019
"1364",2019-06-01,0,0,0,0,6,2019
"1365",2019-06-02,1,1,0,0,6,2019
"1366",2019-06-03,1,1,0,0,6,2019
"1367",2019-06-04,1,1,0,0,6,2019
"1368",2019-06-05,0,0,0,0,6,2019
"1369",2019-06-06,0,0,0,0,6,2019
"1370",2019-06-07,0,0,0,0,6,2019
"1371",2019-06-08,0,0,0,0,6,2019
"1372",2019-06-09,0,0,0,0,6,2019
"1373",2019-06-10,1,1,0,1,6,2019
"1374",2019-06-11,1,1,0,0,6,2019
"1375",2019-06-12,1,1,0,1,6,2019
"1376",2019-06-13,1,1,0,1,6,2019
"1377",2019-06-14,1,0,0,1,6,2019
"1378",2019-06-15,1,1,0,1,6,2019
"1379",2019-06-16,0,0,0,0,6,2019
"1380",2019-06-17,1,1,0,1,6,2019
"1381",2019-06-18,1,0,0,1,6,2019
"1382",2019-06-19,0,0,0,0,6,2019
"1383",2019-06-20,1,1,0,0,6,2019
"1384",2019-06-21,1,1,0,0,6,2019
"1385",2019-06-22,1,1,0,1,6,2019
"1386",2019-06-27,0,0,0,0,6,2019
"1387",2019-06-28,0,0,0,0,6,2019
"1388",2019-06-29,0,0,0,0,6,2019
"1389",2019-06-30,0,0,0,0,6,2019
"1390",2019-07-01,0,0,0,0,7,2019
"1391",2019-07-02,1,1,0,0,7,2019
"1392",2019-07-03,0,0,0,0,7,2019
"1393",2019-07-04,0,0,0,0,7,2019
"1394",2019-07-05,1,1,0,1,7,2019
"1395",2019-07-06,0,0,0,0,7,2019
"1396",2019-07-07,1,1,0,0,7,2019
"1397",2019-07-08,0,0,0,0,7,2019
"1398",2019-07-09,1,1,0,0,7,2019
"1399",2019-07-10,0,0,0,0,7,2019
"1400",2019-07-11,0,0,0,0,7,2019
"1401",2019-07-12,0,0,0,0,7,2019
"1402",2019-07-13,0,0,0,0,7,2019
"1403",2019-07-14,0,0,0,0,7,2019
"1404",2019-07-15,0,0,0,0,7,2019
"1405",2019-07-16,0,0,0,0,7,2019
"1406",2019-07-17,1,0,0,1,7,2019
"1407",2019-07-18,0,0,0,0,7,2019
"1408",2019-07-19,0,0,0,0,7,2019
"1409",2019-07-20,0,0,0,0,7,2019
"1410",2019-07-21,0,0,0,0,7,2019
"1411",2019-07-22,0,0,0,0,7,2019
"1412",2019-07-23,0,0,0,0,7,2019
"1413",2019-07-24,0,0,0,0,7,2019
"1414",2019-07-25,1,1,0,0,7,2019
"1415",2019-07-26,1,1,0,1,7,2019
"1416",2019-07-27,1,1,0,1,7,2019
"1417",2019-07-28,1,1,0,1,7,2019
"1418",2019-07-29,1,0,0,1,7,2019
"1419",2019-07-30,1,1,0,0,7,2019
"1420",2019-07-31,1,1,0,1,7,2019
"1421",2019-08-01,1,1,0,1,8,2019
"1422",2019-08-02,0,0,0,0,8,2019
"1423",2019-08-03,1,1,0,0,8,2019
"1424",2019-08-04,1,1,0,1,8,2019
"1425",2019-08-05,1,1,0,0,8,2019
"1426",2019-08-06,1,1,0,1,8,2019
"1427",2019-08-07,0,0,0,0,8,2019
"1428",2019-08-08,0,0,0,0,8,2019
"1429",2019-08-09,0,0,0,0,8,2019
"1430",2019-08-10,0,0,0,0,8,2019
"1431",2019-08-11,0,0,0,0,8,2019
"1432",2019-08-12,0,0,0,0,8,2019
"1433",2019-08-13,1,1,0,1,8,2019
"1434",2019-08-14,0,0,0,0,8,2019
"1435",2019-08-15,1,0,0,1,8,2019
"1436",2019-08-16,1,0,0,1,8,2019
"1437",2019-08-17,0,0,0,0,8,2019
"1438",2019-08-18,0,0,0,0,8,2019
"1439",2019-08-19,1,1,0,1,8,2019
"1440",2019-08-20,1,1,0,1,8,2019
"1441",2019-08-21,0,0,0,0,8,2019
"1442",2019-08-22,0,0,0,0,8,2019
"1443",2019-08-23,0,0,0,0,8,2019
"1444",2019-08-24,0,0,0,0,8,2019
"1445",2019-08-25,0,0,0,0,8,2019
"1446",2019-08-26,0,0,0,0,8,2019
"1447",2019-08-27,0,0,0,0,8,2019
"1448",2019-08-28,0,0,0,0,8,2019
"1449",2019-08-29,0,0,0,0,8,2019
"1450",2019-08-30,1,1,0,1,8,2019
"1451",2019-08-31,1,1,0,1,8,2019
"1452",2019-09-01,0,0,0,0,9,2019
"1453",2019-09-02,0,0,0,0,9,2019
"1454",2019-09-03,0,0,0,0,9,2019
"1455",2019-09-04,0,0,0,0,9,2019
"1456",2019-09-05,0,0,0,0,9,2019
"1457",2019-09-06,0,0,0,0,9,2019
"1458",2019-09-07,0,0,0,0,9,2019
"1459",2019-09-08,1,0,0,1,9,2019
"1460",2019-09-09,0,0,0,0,9,2019
"1461",2019-09-10,0,0,0,0,9,2019
"1462",2019-09-11,1,1,0,1,9,2019
"1463",2019-09-12,0,0,0,0,9,2019
"1464",2019-09-13,0,0,0,0,9,2019
"1465",2019-09-14,0,0,0,0,9,2019
"1466",2019-09-15,0,0,0,0,9,2019
"1467",2019-09-16,1,1,0,0,9,2019
"1468",2019-09-17,1,1,0,1,9,2019
"1469",2019-09-18,0,0,0,0,9,2019
"1470",2019-09-19,0,0,0,0,9,2019
"1471",2019-09-20,1,1,0,0,9,2019
"1472",2019-09-21,0,0,0,0,9,2019
"1473",2019-09-22,0,0,0,0,9,2019
"1474",2019-09-23,1,1,0,0,9,2019
"1475",2019-09-24,0,0,0,0,9,2019
"1476",2019-09-25,0,0,0,0,9,2019
"1477",2019-09-26,1,0,0,1,9,2019
"1478",2019-09-27,0,0,0,0,9,2019
"1479",2019-09-28,0,0,0,0,9,2019
"1480",2019-09-29,0,0,0,0,9,2019
"1481",2019-09-30,0,0,0,0,9,2019
"1482",2019-10-01,1,1,0,0,10,2019
"1483",2019-10-02,1,1,0,0,10,2019
"1484",2019-10-03,0,0,0,0,10,2019
"1485",2019-10-04,1,1,0,0,10,2019
"1486",2019-10-05,0,0,0,0,10,2019
"1487",2019-10-06,1,1,0,0,10,2019
"1488",2019-10-07,1,1,0,1,10,2019
"1489",2019-10-08,0,0,0,0,10,2019
"1490",2019-10-09,0,0,0,0,10,2019
"1491",2019-10-10,0,0,0,0,10,2019
"1492",2019-10-11,0,0,0,0,10,2019
"1493",2019-10-12,0,0,0,0,10,2019
"1494",2019-10-13,0,0,0,0,10,2019
"1495",2019-10-14,1,1,0,0,10,2019
"1496",2019-10-15,0,0,0,0,10,2019
"1497",2019-10-16,0,0,0,0,10,2019
"1498",2019-10-17,1,0,0,1,10,2019
"1499",2019-10-18,0,0,0,0,10,2019
"1500",2019-10-19,1,1,0,0,10,2019
"1501",2019-10-20,0,0,0,0,10,2019
"1502",2019-10-21,0,0,0,0,10,2019
"1503",2019-10-22,0,0,0,0,10,2019
"1504",2019-10-23,0,0,0,0,10,2019
"1505",2019-10-24,1,1,0,0,10,2019
"1506",2019-10-25,1,0,0,1,10,2019
"1507",2019-10-26,0,0,0,0,10,2019
"1508",2019-10-27,0,0,0,0,10,2019
"1509",2019-10-28,1,1,0,0,10,2019
"1510",2019-10-29,1,1,0,1,10,2019
"1511",2019-10-30,1,1,0,0,10,2019
"1512",2019-10-31,1,0,0,1,10,2019
"1513",2019-11-01,0,0,0,0,11,2019
"1514",2019-11-02,1,0,0,1,11,2019
"1515",2019-11-03,1,1,0,0,11,2019
"1516",2019-11-04,0,0,0,0,11,2019
"1517",2019-11-05,1,0,0,1,11,2019
"1518",2019-11-06,0,0,0,0,11,2019
"1519",2019-11-07,1,1,0,1,11,2019
"1520",2019-11-08,0,0,0,0,11,2019
"1521",2019-11-09,0,0,0,0,11,2019
"1522",2019-11-10,1,1,0,0,11,2019
"1523",2019-11-11,0,0,0,0,11,2019
"1524",2019-11-12,1,1,0,1,11,2019
"1525",2019-11-13,1,1,0,1,11,2019
"1526",2019-11-14,0,0,0,0,11,2019
"1527",2019-11-15,0,0,0,0,11,2019
"1528",2019-11-16,0,0,0,0,11,2019
"1529",2019-11-17,0,0,0,0,11,2019
"1530",2019-11-18,0,0,0,0,11,2019
"1531",2019-11-19,0,0,0,0,11,2019
"1532",2019-11-20,0,0,0,0,11,2019
"1533",2019-11-21,0,0,0,0,11,2019
"1534",2019-11-22,1,1,0,1,11,2019
"1535",2019-11-23,1,0,0,1,11,2019
"1536",2019-11-24,0,0,0,0,11,2019
"1537",2019-11-25,0,0,0,0,11,2019
"1538",2019-11-26,1,1,0,0,11,2019
"1539",2019-11-27,0,0,0,0,11,2019
"1540",2019-11-28,0,0,0,0,11,2019
"1541",2019-11-29,0,0,0,0,11,2019
"1542",2019-11-30,0,0,0,0,11,2019
"1543",2019-12-01,0,0,0,0,12,2019
"1544",2019-12-02,0,0,0,0,12,2019
"1545",2019-12-03,1,1,0,0,12,2019
"1546",2019-12-04,1,1,0,1,12,2019
"1547",2019-12-05,1,1,0,1,12,2019
"1548",2019-12-06,0,0,0,0,12,2019
"1549",2019-12-07,0,0,0,0,12,2019
"1550",2019-12-08,1,1,0,1,12,2019
"1551",2019-12-09,1,0,0,1,12,2019
"1552",2019-12-10,0,0,0,0,12,2019
"1553",2019-12-11,0,0,0,0,12,2019
"1554",2019-12-12,1,1,0,0,12,2019
"1555",2019-12-13,1,1,0,1,12,2019
"1556",2019-12-14,1,1,0,1,12,2019
"1557",2019-12-15,0,0,0,0,12,2019
"1558",2019-12-16,1,1,0,1,12,2019
"1559",2019-12-17,1,1,0,1,12,2019
"1560",2019-12-18,0,0,0,0,12,2019
"1561",2019-12-19,1,1,0,1,12,2019
"1562",2019-12-20,1,1,0,1,12,2019
"1563",2019-12-21,1,0,0,1,12,2019
"1564",2019-12-22,0,0,0,0,12,2019
"1565",2019-12-23,1,1,0,1,12,2019
"1566",2019-12-24,1,1,0,1,12,2019
"1567",2019-12-25,1,0,0,1,12,2019
"1568",2019-12-26,1,1,0,1,12,2019
"1569",2019-12-27,0,0,0,0,12,2019
"1570",2019-12-28,1,1,0,1,12,2019
"1571",2019-12-29,0,0,0,0,12,2019
"1572",2019-12-30,0,0,0,0,12,2019
"1573",2019-12-31,0,0,0,0,12,2019
"1574",2020-01-01,0,0,0,0,1,2020
"1575",2020-01-02,0,0,0,0,1,2020
"1576",2020-01-03,1,1,0,1,1,2020
"1577",2020-01-04,1,1,0,1,1,2020
"1578",2020-01-05,0,0,0,0,1,2020
"1579",2020-01-06,0,0,0,0,1,2020
"1580",2020-01-07,1,1,0,1,1,2020
"1581",2020-01-08,1,0,0,1,1,2020
"1582",2020-01-09,0,0,0,0,1,2020
"1583",2020-01-10,0,0,0,0,1,2020
"1584",2020-01-11,1,1,0,0,1,2020
"1585",2020-01-12,0,0,0,0,1,2020
"1586",2020-01-13,0,0,0,0,1,2020
"1587",2020-01-14,1,0,0,1,1,2020
"1588",2020-01-15,1,1,0,0,1,2020
"1589",2020-01-16,1,1,0,0,1,2020
"1590",2020-01-17,1,1,0,1,1,2020
"1591",2020-01-18,1,1,0,1,1,2020
"1592",2020-01-19,1,1,0,1,1,2020
"1593",2020-01-20,1,1,0,1,1,2020
"1594",2020-01-21,1,1,0,1,1,2020
"1595",2020-01-22,1,1,0,0,1,2020
"1596",2020-01-23,0,0,0,0,1,2020
"1597",2020-01-24,1,1,0,0,1,2020
"1598",2020-01-25,0,0,0,0,1,2020
"1599",2020-01-26,1,1,0,1,1,2020
"1600",2020-01-27,0,0,0,0,1,2020
"1601",2020-01-28,1,0,0,1,1,2020
"1602",2020-01-29,0,0,0,0,1,2020
"1603",2020-01-30,1,1,0,0,1,2020
"1604",2020-01-31,1,0,0,1,1,2020
"1605",2020-02-01,0,0,0,0,2,2020
"1606",2020-02-02,0,0,0,0,2,2020
"1607",2020-02-03,0,0,0,0,2,2020
"1608",2020-02-04,1,1,0,0,2,2020
"1609",2020-02-05,1,0,0,1,2,2020
"1610",2020-02-06,0,0,0,0,2,2020
"1611",2020-02-07,1,1,0,0,2,2020
"1612",2020-02-08,0,0,0,0,2,2020
"1613",2020-02-09,0,0,0,0,2,2020
"1614",2020-02-10,0,0,0,0,2,2020
"1615",2020-02-11,1,1,0,1,2,2020
"1616",2020-02-12,1,1,0,1,2,2020
"1617",2020-02-13,1,1,0,1,2,2020
"1618",2020-02-14,1,1,0,0,2,2020
"1619",2020-02-15,1,1,0,1,2,2020
"1620",2020-02-16,0,0,0,0,2,2020
"1621",2020-02-17,0,0,0,0,2,2020
"1622",2020-02-18,1,1,0,0,2,2020
"1623",2020-02-19,1,1,0,0,2,2020
"1624",2020-02-20,0,0,0,0,2,2020
"1625",2020-02-21,1,0,0,1,2,2020
"1626",2020-02-22,1,1,0,1,2,2020
"1627",2020-02-23,1,1,0,0,2,2020
"1628",2020-02-24,0,0,0,0,2,2020
"1629",2020-02-25,1,1,0,1,2,2020
"1630",2020-02-26,1,1,0,1,2,2020
"1631",2020-02-27,0,0,0,0,2,2020
"1632",2020-02-28,1,1,0,1,2,2020
"1633",2020-02-29,1,0,0,1,2,2020
"1634",2020-03-01,0,0,0,0,3,2020
"1635",2020-03-02,1,1,0,0,3,2020
"1636",2020-03-03,1,1,0,1,3,2020
"1637",2020-03-04,1,1,0,1,3,2020
"1638",2020-03-05,0,0,0,0,3,2020
"1639",2020-03-06,0,0,0,0,3,2020
"1640",2020-03-07,0,0,0,0,3,2020
"1641",2020-03-08,0,0,0,0,3,2020
"1642",2020-03-09,1,1,0,0,3,2020
"1643",2020-03-10,1,1,0,1,3,2020
"1644",2020-03-11,1,1,0,1,3,2020
"1645",2020-03-12,0,0,0,0,3,2020
"1646",2020-03-13,1,0,0,1,3,2020
"1647",2020-03-14,1,0,0,1,3,2020
"1648",2020-03-15,0,0,0,0,3,2020
"1649",2020-03-16,1,1,0,1,3,2020
"1650",2020-03-17,1,1,0,1,3,2020
"1651",2020-03-18,0,0,0,0,3,2020
"1652",2020-03-19,1,1,0,0,3,2020
"1653",2020-03-20,1,1,0,1,3,2020
"1654",2020-03-21,1,1,0,1,3,2020
"1655",2020-03-22,1,1,0,1,3,2020
"1656",2020-03-23,0,0,0,0,3,2020
"1657",2020-03-24,0,0,0,0,3,2020
"1658",2020-03-25,0,0,0,0,3,2020
"1659",2020-03-26,1,1,0,0,3,2020
"1660",2020-03-27,0,0,0,0,3,2020
"1661",2020-03-28,1,1,0,1,3,2020
"1662",2020-03-29,1,0,0,1,3,2020
"1663",2020-03-30,0,0,0,0,3,2020
"1664",2020-03-31,0,0,0,0,3,2020
"1665",2020-04-01,0,0,0,0,4,2020
"1666",2020-04-02,1,1,0,1,4,2020
"1667",2020-04-03,0,0,0,0,4,2020
"1668",2020-04-04,1,1,0,0,4,2020
"1669",2020-04-05,0,0,0,0,4,2020
"1670",2020-04-06,1,1,0,1,4,2020
"1671",2020-04-07,1,1,0,1,4,2020
"1672",2020-04-08,1,1,0,0,4,2020
"1673",2020-04-09,0,0,0,0,4,2020
"1674",2020-04-10,0,0,0,0,4,2020
"1675",2020-04-11,0,0,0,0,4,2020
"1676",2020-04-12,0,0,0,0,4,2020
"1677",2020-04-13,1,1,0,1,4,2020
"1678",2020-04-14,1,1,0,1,4,2020
"1679",2020-04-15,0,0,0,0,4,2020
"1680",2020-04-16,0,0,0,0,4,2020
"1681",2020-04-17,1,1,0,1,4,2020
"1682",2020-04-18,1,1,0,1,4,2020
"1683",2020-04-19,1,1,0,0,4,2020
"1684",2020-04-20,0,0,0,0,4,2020
"1685",2020-04-21,0,0,0,0,4,2020
"1686",2020-04-22,0,0,0,0,4,2020
"1687",2020-04-23,0,0,0,0,4,2020
"1688",2020-04-24,0,0,0,0,4,2020
"1689",2020-04-25,1,0,0,1,4,2020
"1690",2020-04-26,0,0,0,0,4,2020
"1691",2020-04-27,0,0,0,0,4,2020
"1692",2020-04-28,0,0,0,0,4,2020
"1693",2020-04-29,0,0,0,0,4,2020
"1694",2020-04-30,0,0,0,0,4,2020
"1695",2020-05-01,0,0,0,0,5,2020
"1696",2020-05-02,1,1,0,0,5,2020
"1697",2020-05-03,0,0,0,0,5,2020
"1698",2020-05-04,0,0,0,0,5,2020
"1699",2020-05-05,0,0,0,0,5,2020
"1700",2020-05-06,0,0,0,0,5,2020
"1701",2020-05-07,0,0,0,0,5,2020
"1702",2020-05-08,0,0,0,0,5,2020
"1703",2020-05-09,1,1,0,0,5,2020
"1704",2020-05-10,1,1,0,1,5,2020
"1705",2020-05-11,1,0,0,1,5,2020
"1706",2020-05-12,1,1,0,0,5,2020
"1707",2020-05-13,1,1,0,0,5,2020
"1708",2020-05-14,1,1,0,0,5,2020
"1709",2020-05-15,0,0,0,0,5,2020
"1710",2020-05-16,0,0,0,0,5,2020
"1711",2020-05-17,1,1,0,1,5,2020
"1712",2020-05-18,1,1,0,1,5,2020
"1713",2020-05-19,0,0,0,0,5,2020
"1714",2020-05-20,0,0,0,0,5,2020
"1715",2020-05-21,0,0,0,0,5,2020
"1716",2020-05-22,0,0,0,0,5,2020
"1717",2020-05-23,0,0,0,0,5,2020
"1718",2020-05-24,0,0,0,0,5,2020
"1719",2020-05-25,1,1,0,1,5,2020
"1720",2020-05-26,1,1,0,0,5,2020
"1721",2020-05-27,1,1,0,1,5,2020
"1722",2020-05-28,0,0,0,0,5,2020
"1723",2020-05-29,1,1,0,1,5,2020
"1724",2020-05-30,0,0,0,0,5,2020
"1725",2020-05-31,1,1,0,1,5,2020
"1726",2020-06-01,1,1,0,0,6,2020
"1727",2020-06-02,0,0,0,0,6,2020
"1728",2020-06-03,0,0,0,0,6,2020
"1729",2020-06-04,1,1,0,0,6,2020
"1730",2020-06-05,1,1,0,1,6,2020
"1731",2020-06-06,0,0,0,0,6,2020
"1732",2020-06-07,0,0,0,0,6,2020
"1733",2020-06-08,0,0,0,0,6,2020
"1734",2020-06-09,0,0,0,0,6,2020
"1735",2020-06-10,0,0,0,0,6,2020
"1736",2020-06-11,0,0,0,0,6,2020
"1737",2020-06-12,0,0,0,0,6,2020
"1738",2020-06-13,0,0,0,0,6,2020
"1739",2020-06-14,0,0,0,0,6,2020
"1740",2020-06-15,0,0,0,0,6,2020
"1741",2020-06-16,0,0,0,0,6,2020
"1742",2020-06-17,0,0,0,0,6,2020
"1743",2020-06-18,1,1,0,0,6,2020
"1744",2020-06-19,1,1,0,1,6,2020
"1745",2020-06-20,0,0,0,0,6,2020
"1746",2020-06-21,1,1,0,0,6,2020
"1747",2020-06-22,1,1,0,1,6,2020
"1748",2020-06-23,1,1,0,0,6,2020
"1749",2020-06-24,1,1,0,0,6,2020
"1750",2020-06-25,0,0,0,0,6,2020
"1751",2020-06-26,1,1,0,1,6,2020
"1752",2020-06-27,1,1,0,1,6,2020
"1753",2020-06-28,0,0,0,0,6,2020
"1754",2020-06-29,0,0,0,0,6,2020
"1755",2020-06-30,1,1,0,1,6,2020
"1756",2020-07-01,0,0,0,0,7,2020
"1757",2020-07-02,0,0,0,0,7,2020
"1758",2020-07-03,1,1,0,1,7,2020
"1759",2020-07-04,0,0,0,0,7,2020
"1760",2020-07-05,0,0,0,0,7,2020
"1761",2020-07-06,0,0,0,0,7,2020
"1762",2020-07-07,0,0,0,0,7,2020
"1763",2020-07-08,1,1,0,0,7,2020
"1764",2020-07-09,0,0,0,0,7,2020
"1765",2020-07-10,0,0,0,0,7,2020
"1766",2020-07-11,0,0,0,0,7,2020
"1767",2020-07-12,0,0,0,0,7,2020
"1768",2020-07-13,0,0,0,0,7,2020
"1769",2020-07-14,0,0,0,0,7,2020
"1770",2020-07-15,0,0,0,0,7,2020
"1771",2020-07-16,1,1,0,1,7,2020
"1772",2020-07-17,1,1,0,1,7,2020
"1773",2020-07-18,0,0,0,0,7,2020
"1774",2020-07-19,1,1,0,0,7,2020
"1775",2020-07-20,1,1,0,1,7,2020
"1776",2020-07-21,0,0,0,0,7,2020
"1777",2020-07-22,0,0,0,0,7,2020
"1778",2020-07-23,0,0,0,0,7,2020
"1779",2020-07-24,0,0,0,0,7,2020
