"year","month","perc","n_rate","d_rate","dd_rate","ratio"
2020,11,30,1.78350043176668,17.6472102635983,1.50234741784038,9.89470478911942
2020,12,51.6129032258064,2.13430683581272,13.0196330500704,4.72969113386919,6.10016930630908
2021,1,74.1935483870968,20.6371204018044,19.1269974205219,13.5233466868063,0.926824917823785
2021,2,39.2857142857143,4.26629487626351,7.14917254947344,1.27727825030377,1.675733336964
2021,3,25.8064516129032,9.14199969106516,3.72730884940682,7.19066982438894,0.407712642240589
2021,4,60,3.53529252494116,10.8323341685633,1.41335274267187,3.06405597051508
2021,5,29.0322580645161,1.19520108654644,4.66089522108777,1.09516380655226,3.89967451799724
2021,6,30.7692307692308,18.3383762182441,10.3948733406668,17.4175681113452,0.566837173420261
2021,7,11.5384615384615,4.8425934183537,6.79713150825418,2.58760107816712,1.40361391532328
2021,8,29.0322580645161,7.64463453819577,4.52003670847354,4.74821962833425,0.591269168707747
2021,9,24.1379310344828,12.7257938274068,28.1655104063429,17.0134326894794,2.21326156845984
2021,10,29.0322580645161,1.35470403932693,1.29281849122206,1.71150556505898,0.95431803086996
2021,11,70,8.79452183587446,11.9608257850936,1.59326935717103,1.3600313932138
2021,12,61.2903225806452,7.69148202100744,30.1987054041849,27.921664626683,3.92625313583317
2022,1,67.741935483871,17.357827404666,34.4090695327803,11.9162063574779,1.98233734733016
2022,2,35.7142857142857,3.12052484921167,1.49233522827387,6.19016393442623,0.478232124525744
2022,3,25.8064516129032,0.558749867720202,5.37982908073566,0.337794061794866,9.6283317304151
2022,4,33.3333333333333,1.92101855174674,9.08982561562644,0.7785845121709,4.73177398904414
2022,5,19.3548387096774,0.919116789852876,5.86485321335844,0.142894000436621,6.3809662472788
2022,6,23.3333333333333,0.16930663966818,6.6194816045482,2.15568862275449,39.0975901330365
2022,7,32,0.824786953257429,3.35763897471389,0.142740316705078,4.07091669121726
2022,8,25.8064516129032,1.08782662630611,0.395342141034827,0,0.363423850340265
2022,9,20.6896551724138,12.7292189758338,1.05401633163814,2.83008145482099,0.0828029067328616
2022,10,57.1428571428571,16.8191700128706,7.61244827732299,13.4396012357538,0.45260546575709
2022,11,60,15.7183058845662,22.8793581206832,24.5474303527914,1.45558677180016
2022,12,61.2903225806452,10.3629652077712,20.4367786501909,19.8894216056309,1.97209758408388
