"year","n_rate","d_rate","dd_rate","ratio"
2015,12.3956844654083,19.0667066344136,16.986977176059,1.53817295750159
2016,13.6108655277184,21.4573852587379,15.2699719472106,1.57648940216478
2017,14.394038291169,11.5504076391402,8.71592885276694,0.8024438594294
2018,13.2947804514402,15.0200269783966,12.4526323727682,1.1297687113569
2019,8.90056196240025,14.6060179267921,11.3796114745185,1.64102199259935
2020,12.463640419675,12.8601985845569,7.70170384393777,1.0318172019995
2021,8.34112899398574,10.9491528582134,8.1297324490181,1.312670367058
2022,7.72372924337705,9.17066295114862,6.83488833120081,1.18733615099368
