Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	486.979718750	486.994343750	1400.000	4000.000	1.0000
1	Spectrogram 1	1	486.979718750	486.994343750	1400.000	4000.000	1.0000
2	Waveform 1	1	892.545593750	892.558593750	1400.000	4000.000	1.0000
2	Spectrogram 1	1	892.545593750	892.558593750	1400.000	4000.000	1.0000
3	Waveform 1	1	939.568218750	939.581218750	1400.000	4000.000	1.0000
3	Spectrogram 1	1	939.568218750	939.581218750	1400.000	4000.000	1.0000
4	Waveform 1	1	1537.972843750	1537.987468750	1400.000	4000.000	1.0000
4	Spectrogram 1	1	1537.972843750	1537.987468750	1400.000	4000.000	1.0000
5	Waveform 1	1	1542.561843750	1542.587843750	1400.000	4000.000	1.0000
5	Spectrogram 1	1	1542.561843750	1542.587843750	1400.000	4000.000	1.0000
6	Waveform 1	1	1560.033843750	1560.048468750	1400.000	4000.000	1.0000
6	Spectrogram 1	1	1560.033843750	1560.048468750	1400.000	4000.000	1.0000
7	Waveform 1	1	1577.941343750	1577.952718750	1400.000	4000.000	1.0000
7	Spectrogram 1	1	1577.941343750	1577.952718750	1400.000	4000.000	1.0000
8	Waveform 1	1	1603.346593750	1603.361218750	1400.000	4000.000	1.0000
8	Spectrogram 1	1	1603.346593750	1603.361218750	1400.000	4000.000	1.0000
9	Waveform 1	1	1799.841593750	1799.854593750	1400.000	4000.000	1.0000
9	Spectrogram 1	1	1799.841593750	1799.854593750	1400.000	4000.000	1.0000
10	Waveform 1	1	2588.114468750	2588.125843750	1400.000	4000.000	1.0000
10	Spectrogram 1	1	2588.114468750	2588.125843750	1400.000	4000.000	1.0000
11	Waveform 1	1	2642.998843750	2643.024843750	1400.000	4000.000	1.0000
11	Spectrogram 1	1	2642.998843750	2643.024843750	1400.000	4000.000	1.0000
12	Waveform 1	1	2643.691093750	2643.705718750	1400.000	4000.000	1.0000
12	Spectrogram 1	1	2643.691093750	2643.705718750	1400.000	4000.000	1.0000
13	Waveform 1	1	2980.282218750	2980.291968750	1400.000	4000.000	1.0000
13	Spectrogram 1	1	2980.282218750	2980.291968750	1400.000	4000.000	1.0000
14	Waveform 1	1	3131.642843750	3131.662343750	1400.000	4000.000	1.0000
14	Spectrogram 1	1	3131.642843750	3131.662343750	1400.000	4000.000	1.0000
15	Waveform 1	1	3443.478718750	3443.491718750	1400.000	4000.000	1.0000
15	Spectrogram 1	1	3443.478718750	3443.491718750	1400.000	4000.000	1.0000
16	Waveform 1	1	3684.222468750	3684.230593750	1400.000	4000.000	1.0000
16	Spectrogram 1	1	3684.222468750	3684.230593750	1400.000	4000.000	1.0000
17	Waveform 1	1	3837.625718750	3837.638718750	1400.000	4000.000	1.0000
17	Spectrogram 1	1	3837.625718750	3837.638718750	1400.000	4000.000	1.0000
18	Waveform 1	1	3842.817593750	3842.833843750	1400.000	4000.000	1.0000
18	Spectrogram 1	1	3842.817593750	3842.833843750	1400.000	4000.000	1.0000
19	Waveform 1	1	3842.983343750	3842.997968750	1400.000	4000.000	1.0000
19	Spectrogram 1	1	3842.983343750	3842.997968750	1400.000	4000.000	1.0000
20	Waveform 1	1	3845.679218750	3845.687343750	1400.000	4000.000	1.0000
20	Spectrogram 1	1	3845.679218750	3845.687343750	1400.000	4000.000	1.0000
